time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010459014855	6.96463	-4.42018	-3.95984	2.12431	0.53369	radar	0.434107	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732
1477010459069854	7.05276	-4.5698	-3.85186	2.1936	0.695853	lidar	0.0179768	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732
1477010459124748	7.12136	-4.70048	-3.20112	2.19193	0.490915	radar	0.251735	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253
1477010459179643	7.16455	-4.8571	-3.21248	2.12371	0.124839	lidar	0.0840275	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251
1477010459229626	7.22664	-4.96991	-2.90652	2.12067	0.0516628	radar	0.0251355	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068
1477010459279610	7.27395	-5.06703	-2.79608	2.14373	0.142288	lidar	0.0581422	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066
1477010459329670	7.363	-5.20575	-4.06995	2.20309	0.483057	radar	0.804605	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964
1477010459379730	7.44592	-5.35279	-4.05555	2.20897	0.413329	lidar	0.00816407	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964
1477010459434781	7.49929	-5.46095	-2.65611	2.17612	0.0931047	radar	0.594781	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165
1477010459489833	7.5586	-5.56939	-2.6419	2.18425	0.105307	lidar	0.000626207	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648
1477010459544843	7.6312	-5.69455	-3.50971	2.19654	0.227387	radar	1.207	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677
1477010459599853	7.73744	-5.82791	-3.59276	2.25453	0.397945	lidar	0.0669956	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677
1477010459654854	7.80069	-5.9383	-2.5164	2.21723	0.0905667	radar	0.323141	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815
1477010459709855	7.85816	-6.04134	-2.5382	2.20878	0.0397489	lidar	0.00143156	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815
1477010459764809	7.95221	-6.17507	-3.53237	2.22695	0.163433	radar	0.250992	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955
1477010459819764	8.03618	-6.33322	-3.69401	2.18476	-0.0324595	lidar	0.0840347	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953
1477010459874748	8.1486	-6.48614	-3.84045	2.20296	0.0434039	radar	0.101079	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807
1477010459929733	8.24376	-6.63949	-3.8941	2.2085	0.0510302	lidar	0.0134372	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804
1477010459984740	8.30627	-6.75308	-2.65905	2.16734	-0.219401	radar	0.312621	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795
1477010460039747	8.3443	-6.85794	-2.55495	2.12915	-0.306604	lidar	0.0733173	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795
1477010460094746	8.40246	-6.98138	-3.08535	2.10282	-0.287819	radar	0.333254	8.2713	-6.91098	8.4	-7	0.909094	-2.72732
1477010460149745	8.44068	-7.13596	-3.20084	2.00472	-0.597528	lidar	0.0363288	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732
1477010460204765	8.53444	-7.29286	-3.96735	2.07046	-0.120291	radar	0.158935	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628
1477010460259785	8.62885	-7.45188	-4.01349	2.13428	0.130663	lidar	0.0918095	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628
1477010460314814	8.70212	-7.57998	-2.7735	2.11976	-0.0916986	radar	0.646241	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723
1477010460369844	8.77276	-7.66233	-2.62344	2.19634	0.221171	lidar	0.0505676	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721
1477010460424744	8.86256	-7.80025	-3.6128	2.2148	0.304483	radar	0.352899	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224
1477010460479645	8.9508	-7.94251	-3.66239	2.21412	0.235949	lidar	0.00869058	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221
1477010460529694	9.03983	-8.08881	-3.59224	2.18533	0.0518178	radar	0.271205	9.1081	-8.22433	9	-8.1	0.999025	-2.99707
1477010460579744	9.07711	-8.24274	-3.60264	2.0735	-0.378057	lidar	0.0605101	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704
1477010460634793	9.11418	-8.36808	-2.54248	1.97786	-0.782437	radar	0.278565	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657
1477010460689843	9.14692	-8.4645	-2.44445	1.97127	-0.646732	lidar	0.0212647	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655
1477010460744781	9.21064	-8.60796	-3.30102	1.98795	-0.369821	radar	0.157694	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036
1477010460799720	9.24792	-8.75533	-3.33525	1.9546	-0.41818	lidar	0.00277598	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033
1477010460854694	9.3036	-8.91044	-3.49794	1.94423	-0.349178	radar	0.00608215	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856
1477010460909668	9.3448	-9.05248	-3.437	1.95705	-0.231012	lidar	0.00530522	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856
1477010460959714	9.401	-9.2018	-3.64153	1.96257	-0.135181	radar	0.0127679	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725
1477010461009760	9.43828	-9.3604	-3.70051	1.93928	-0.202821	lidar	0.0127799	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724
1477010461064723	9.49011	-9.51416	-3.44445	1.93188	-0.208192	radar	0.0390403	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291
1477010461119686	9.54422	-9.65217	-3.3682	1.97875	0.0115403	lidar	0.0124878	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291
1477010461169662	9.59627	-9.79065	-3.41998	1.98345	0.0416851	radar	0.0249575	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143
1477010461219639	9.62792	-9.93821	-3.4559	1.9523	-0.0868522	lidar	0.00447752	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141
1477010461269700	9.66351	-10.0566	-3.03209	1.9359	-0.163049	radar	0.173228	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755
1477010461319762	9.72754	-10.1541	-2.93257	2.03318	0.233405	lidar	0.0491387	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754
1477010461374737	9.76825	-10.2683	-2.38287	2.019	0.0866228	radar	0.105644	9.77731	-10.3295	9.75	-10.3	0	-2.72851
1477010461429713	9.76676	-10.4181	-2.58376	1.87904	-0.442294	lidar	0.116039	9.76557	-10.4501	9.75	-10.45	0	-2.72849
1477010461484718	9.82447	-10.5847	-3.4183	1.89397	-0.237551	radar	0.391109	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704
1477010461539723	9.84547	-10.7428	-3.48448	1.86089	-0.309693	lidar	0.0108886	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703
1477010461589670	9.85742	-10.8779	-3.01412	1.78068	-0.632717	radar	0.0845883	9.84397	-10.9287	9.85	-10.9	0	-3.00318
1477010461639618	9.84762	-11.0274	-3.15136	1.70172	-0.81097	lidar	0.0493541	9.85693	-11.0512	9.85	-11.05	0	-3.00316
1477010461689616	9.85227	-11.1649	-3.41494	1.68435	-0.631175	radar	0.323409	9.74773	-11.0482	9.85	-11.2	0	-3.00013
1477010461739614	9.83205	-11.3315	-3.54826	1.62107	-0.754725	lidar	0.0532566	9.84407	-11.3565	9.85	-11.35	0	-3.00012
1477010461789682	9.82951	-11.4956	-3.75821	1.60566	-0.603798	radar	0.0380179	9.79495	-11.4686	9.85	-11.5	0	-2.99592
1477010461839750	9.82743	-11.645	-3.64045	1.6316	-0.395743	lidar	0.0187966	9.83943	-11.6467	9.85	-11.65	0	-2.99592
1477010461894772	9.78552	-11.7572	-2.14439	1.48093	-1.21641	radar	0.647369	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746
1477010461949794	9.74596	-11.8516	-2.12031	1.42431	-1.17845	lidar	0.00056006	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746
1477010462004764	9.72458	-11.9983	-2.88288	1.4218	-0.823334	radar	0.367752	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875
1477010462059735	9.64926	-12.1381	-3.00967	1.32776	-1.00451	lidar	0.0117367	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873
1477010462114747	9.60545	-12.2893	-3.34603	1.33354	-0.651658	radar	0.0474668	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667
1477010462169760	9.53555	-12.4387	-3.33915	1.32026	-0.581607	lidar	0.0421618	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665
1477010462224703	9.44212	-12.5453	-2.41839	1.11921	-1.58105	radar	0.457455	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006
1477010462279647	9.35171	-12.6373	-2.4542	1.0316	-1.59087	lidar	0.0134335	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005
1477010462329639	9.24268	-12.7051	-2.09163	0.753933	-2.74017	radar	0.31887	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033
1477010462379631	9.05205	-12.8043	-2.95816	0.486724	-3.19899	lidar	0.246665	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033
1477010462434714	8.97488	-12.8425	-2.10518	0.511286	-1.95233	radar	0.440089	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707
1477010462489798	8.84893	-12.9423	-2.49014	0.449064	-1.69316	lidar	0.0803813	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708
1477010462544716	8.73658	-13.0166	-2.27209	0.458037	-0.977559	radar	0.133261	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089
1477010462599634	8.57451	-13.1389	-2.87944	0.463907	-0.735698	lidar	0.0941843	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089
1477010462649687	8.4416	-13.1096	-3.27218	-0.0709686	-4.32283	radar	2.81268	8.27267	-12.996	8.4	-13.15	-2.99683	0
1477010462699741	8.25608	-13.1136	-3.4546	-0.273371	-4.31429	lidar	0.0824774	8.25965	-13.1488	8.25	-13.15	-2.9968	0
1477010462754745	8.2163	-13.0837	-0.935633	-0.478055	-3.84054	radar	1.35012	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028
1477010462809750	8.04093	-13.1292	-1.34171	-0.459502	-2.76815	lidar	1.77201	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902
1477010462864705	7.9614	-13.1132	-1.72899	-0.570736	-2.61946	radar	0.824356	7.86599	-13.4154	7.8	-13.25	-2.7295	0
1477010462919660	7.73545	-13.1572	-2.17752	-0.12523	-0.304266	lidar	2.02979	7.62489	-13.249	7.65	-13.25	-2.7295	0
1477010462969661	7.62519	-13.1417	-2.76739	-0.196443	-0.619041	radar	0.303301	7.50783	-13.2944	7.5	-13.25	-2.99994	0
1477010463019662	7.39222	-13.2274	-3.64973	0.115407	0.52589	lidar	0.454072	7.3419	-13.2474	7.35	-13.25	-2.99994	0
1477010463074668	7.23569	-13.1624	-3.97302	-0.254537	-1.34222	radar	0.527805	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995
1477010463129675	7.03865	-13.1352	-3.85905	-0.331868	-1.3837	lidar	0.0460225	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987
1477010463184664	6.87923	-13.0904	-2.99356	-0.352255	-0.879097	radar	0.279135	6.79473	-13.0433	6.85	-13.15	-3.63709	0
1477010463239653	6.66198	-13.1055	-3.31324	-0.248783	-0.207555	lidar	0.286947	6.65123	-13.1604	6.65	-13.15	-3.63709	0
1477010463289643	6.50402	-13.0629	-3.9053	-0.343761	-0.788881	radar	0.382396	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018
1477010463339633	6.34403	-13.0306	-3.81008	-0.402199	-0.869385	lidar	0.0121375	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019
1477010463394660	6.21322	-13.0344	-2.24191	-0.296727	0.101036	radar	0.825341	6.27012	-13.1139	6.25	-13.05	-1.81729	0
1477010463449687	6.12746	-13.031	-2.05527	-0.333061	-0.0666461	lidar	0.0427395	6.14459	-13.0471	6.15	-13.05	-1.81729	0
1477010463504660	5.95618	-12.9555	-4.01143	-0.482312	-0.962225	radar	0.941571	5.99498	-12.9442	6	-12.95	-2.72861	1.81906
1477010463559633	5.84493	-12.8527	-3.70282	-0.690348	-1.5614	lidar	0.0967265	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907
1477010463609635	5.73091	-12.7869	-3.09026	-0.710347	-1.2695	radar	0.169806	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964
1477010463659638	5.56987	-12.7412	-3.27799	-0.643998	-0.77255	lidar	0.0704836	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954
1477010463709638	5.45902	-12.6897	-2.73803	-0.618975	-0.449519	radar	0.114293	5.45236	-12.7392	5.45	-12.7	-2.00001	1
1477010463759639	5.35428	-12.6403	-2.72921	-0.642693	-0.455106	lidar	0.000356855	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994
1477010463809706	5.24104	-12.5472	-3.37763	-0.721931	-0.756489	radar	0.122126	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733
1477010463859774	5.13844	-12.4537	-3.35437	-0.810264	-0.939105	lidar	0.0262357	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973
1477010463914701	5.0357	-12.3658	-3.21934	-0.846496	-0.905011	radar	0.636354	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059
1477010463969629	4.94321	-12.255	-3.2096	-0.939909	-1.06119	lidar	0.0122453	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058
1477010464019634	4.84463	-12.1072	-4.08229	-1.02482	-1.23739	radar	0.231213	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969
1477010464069639	4.75261	-11.9631	-4.09998	-1.08801	-1.24028	lidar	0.00216084	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997
1477010464119638	4.68802	-11.8427	-3.03833	-1.1374	-1.16609	radar	0.344799	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003
1477010464169638	4.63484	-11.7358	-2.98682	-1.18651	-1.13545	lidar	0.0176666	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002
1477010464219690	4.57283	-11.5845	-3.7364	-1.23052	-1.07833	radar	0.15642	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688
1477010464269742	4.55087	-11.4397	-3.66979	-1.33733	-1.28331	lidar	0.0430044	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689
1477010464319689	4.50817	-11.2675	-3.88967	-1.38097	-1.19275	radar	0.07472	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319
1477010464369636	4.46449	-11.1247	-3.79669	-1.36905	-0.922115	lidar	0.0348248	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319
1477010464424678	4.44845	-11.0101	-2.5851	-1.4291	-1.02483	radar	0.388474	4.43672	-11.0976	4.45	-11.05	0	1.8168
1477010464479720	4.43249	-10.9163	-2.40372	-1.43615	-0.836782	lidar	0.0986759	4.43803	-10.9525	4.45	-10.95	0	1.81679
1477010464529697	4.41553	-10.762	-3.28088	-1.46154	-0.730027	radar	0.201577	4.40556	-10.7068	4.45	-10.8	0	3.00139
1477010464579674	4.43675	-10.6351	-3.22569	-1.55367	-0.941066	lidar	0.074349	4.45507	-10.6618	4.45	-10.65	0	3.00138
1477010464629664	4.45436	-10.5298	-2.55783	-1.64903	-1.20308	radar	0.122623	4.44716	-10.5583	4.45	-10.55	0	2.00041
1477010464679655	4.46155	-10.4367	-2.46694	-1.64402	-0.966298	lidar	0.0176425	4.45187	-10.4417	4.45	-10.45	0	2.00038
1477010464729676	4.47465	-10.2949	-3.06775	-1.65951	-0.789135	radar	0.174368	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875
1477010464779698	4.54304	-10.1525	-3.23778	-1.79416	-1.13589	lidar	0.0509131	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871
1477010464834700	4.56776	-9.9818	-3.75964	-1.75206	-0.609904	radar	0.106419	4.56608	-10.005	4.55	-10	0	2.72717
1477010464889703	4.57737	-9.8363	-3.46067	-1.66176	-0.16533	lidar	0.0673396	4.55922	-9.84124	4.55	-9.85	0	2.72714
1477010464944669	4.61845	-9.69276	-2.86794	-1.73001	-0.510273	radar	0.109617	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895
1477010464999636	4.72229	-9.54043	-3.11387	-1.88423	-0.990899	lidar	0.0808574	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894
1477010465049633	4.7625	-9.36776	-3.84057	-1.8311	-0.40903	radar	0.277384	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019
1477010465099631	4.83727	-9.22193	-3.78186	-1.84998	-0.395659	lidar	0.0266707	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015
1477010465149630	4.94039	-9.11894	-2.71313	-2.06377	-1.53365	radar	0.637827	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005
1477010465199629	5.02409	-9.02969	-2.68727	-2.13367	-1.50777	lidar	0.000394898	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004
1477010465249644	5.05742	-8.88914	-3.78073	-1.85393	0.683724	radar	1.26786	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911
1477010465299660	5.13583	-8.72556	-3.7974	-1.82617	0.663854	lidar	0.00345362	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907
1477010465354651	5.21516	-8.64096	-2.04037	-1.94872	-0.425801	radar	1.43771	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849
1477010465409643	5.32512	-8.5437	-2.25592	-2.05706	-0.74831	lidar	0.157168	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846
1477010465459626	5.38524	-8.40228	-3.38494	-1.9404	0.246256	radar	0.564577	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103
1477010465509610	5.51359	-8.24797	-3.70177	-2.0162	-0.100159	lidar	0.0752878	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099
1477010465559622	5.63903	-8.12646	-3.107	-2.23001	-1.40107	radar	0.517339	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953
1477010465609635	5.74481	-8.04085	-3.00644	-2.28741	-1.35242	lidar	0.00973171	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995
1477010465659638	5.78496	-7.93605	-2.94735	-2.08504	0.41582	radar	0.559801	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989
1477010465709641	5.84062	-7.84933	-2.56693	-2.05215	0.461281	lidar	0.0892937	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988
1477010465759698	5.90089	-7.76668	-1.91857	-2.10732	-0.182092	radar	0.257127	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772
1477010465809756	6.01087	-7.66105	-2.32417	-2.19258	-0.560648	lidar	0.130142	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977
1477010465864704	6.10652	-7.56019	-2.57214	-2.21947	-0.474138	radar	0.0597561	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199
1477010465919652	6.22973	-7.45484	-2.7712	-2.26808	-0.557232	lidar	0.0125826	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991
1477010465969718	6.37045	-7.35319	-2.8667	-2.51498	-2.07356	radar	0.923983	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736
1477010466019784	6.53791	-7.25676	-3.30667	-2.63833	-2.12136	lidar	0.057033	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736
1477010466074711	6.6434	-7.19839	-2.54767	-2.65325	-1.37858	radar	0.188325	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303
1477010466129638	6.74449	-7.13953	-2.39353	-2.7538	-1.50871	lidar	0.0239377	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298
1477010466179676	6.79897	-7.08119	-1.1846	-2.67824	-0.373289	radar	0.667824	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848
1477010466229715	6.90642	-6.97659	-1.81747	-2.56326	0.25915	lidar	0.292334	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846
1477010466284723	7.02493	-6.92507	-2.85711	-2.81391	-1.4496	radar	1.0887	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792
1477010466339731	7.24081	-6.77374	-3.72489	-2.76376	-0.972544	lidar	0.309432	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792
1477010466394730	7.34705	-6.66705	-2.36638	-2.56781	0.746121	radar	0.943222	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821
1477010466449729	7.45135	-6.55152	-2.5745	-2.49167	0.894945	lidar	0.0204599	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821
1477010466504757	7.55236	-6.50085	-2.7388	-2.6676	-0.60099	radar	0.354775	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632
1477010466559785	7.65127	-6.44623	-2.45364	-2.72716	-0.681117	lidar	0.0369687	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632
1477010466614740	7.8092	-6.3814	-3.16915	-2.81606	-1.09066	radar	0.219894	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839
1477010466669696	7.94288	-6.33164	-3.02843	-2.91605	-1.28203	lidar	0.0203317	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826
1477010466719684	8.01105	-6.26191	-1.74176	-2.81605	-0.273498	radar	0.969994	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048
1477010466769672	8.10981	-6.1671	-2.0686	-2.71718	0.194871	lidar	0.0990173	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048
1477010466824677	8.23778	-6.09505	-2.85391	-2.74532	-0.128772	radar	0.230412	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801
1477010466879683	8.39831	-5.96332	-3.32978	-2.65675	0.232321	lidar	0.2349	8.45315	-5.97158	8.45	-5.95	2.727	1.818
1477010466929651	8.51823	-5.8799	-3.19883	-2.62189	0.393526	radar	0.0149422	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064
1477010466979619	8.62227	-5.80895	-2.99101	-2.64885	0.24608	lidar	0.0713653	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064
1477010467029625	8.76761	-5.7389	-3.4839	-2.71796	-0.316539	radar	0.37808	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976
1477010467079632	8.91921	-5.63768	-3.6167	-2.71636	-0.232752	lidar	0.0377877	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974
1477010467129707	9.04017	-5.54635	-2.71849	-2.59501	0.786046	radar	0.862562	9.21669	-5.64514	9.05	-5.55	1.99699	1.997
1477010467179782	9.13952	-5.44864	-2.79065	-2.54475	0.837059	lidar	0.0129765	9.15342	-5.45253	9.15	-5.45	1.997	1.99701
1477010467234830	9.24229	-5.34789	-2.78446	-2.48736	0.87306	radar	0.10136	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659
1477010467289878	9.33721	-5.23115	-2.81647	-2.43874	0.878593	lidar	0.00875636	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659
1477010467344757	9.43945	-5.12816	-2.93977	-2.43046	0.588557	radar	0.0542314	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219
1477010467399636	9.52593	-5.02976	-2.75985	-2.43134	0.469086	lidar	0.0407809	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219
1477010467449735	9.64209	-4.9569	-3.32412	-2.57861	-0.732723	radar	0.407352	9.62802	-5.02338	9.65	-5	1.99604	0.998028
1477010467499834	9.738	-4.9114	-2.90089	-2.69527	-1.06576	lidar	0.1202	9.75	-4.94288	9.75	-4.95	1.99605	0.998028
1477010467554811	9.81874	-4.85384	-1.70925	-2.69421	-0.536915	radar	0.390223	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894
1477010467609788	9.91229	-4.76452	-1.97518	-2.65976	-0.248099	lidar	0.0895642	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894
1477010467664743	9.98827	-4.68829	-1.65269	-2.57717	0.25329	radar	0.191163	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951
1477010467719699	10.0986	-4.50293	-2.43525	-2.26692	1.38641	lidar	0.548777	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948
1477010467774672	10.1885	-4.42539	-2.86909	-2.4542	-0.0197301	radar	0.368817	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907
1477010467829645	10.3215	-4.26319	-3.34246	-2.41313	0.121693	lidar	0.0832036	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907
1477010467879630	10.4232	-4.14371	-2.9852	-2.32324	0.793247	radar	0.321377	10.56	-4.15868	10.45	-4.1	2.00061	3.0009
1477010467929615	10.5249	-3.97024	-3.38811	-2.21961	1.08846	lidar	0.106119	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009
1477010467979624	10.6436	-3.86869	-3.68857	-2.38657	-0.418309	radar	0.63495	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964
1477010468029634	10.7522	-3.74741	-3.53406	-2.41934	-0.468052	lidar	0.0135193	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962
1477010468079642	10.7781	-3.67097	-1.36672	-2.25756	1.21255	radar	1.75152	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952
1477010468129651	10.8462	-3.48989	-2.18188	-2.03547	1.9842	lidar	0.455413	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949
1477010468179635	10.9073	-3.4927	-2.05837	-2.56398	-2.18817	radar	3.11139	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064
1477010468229619	11.0575	-3.32282	-3.13563	-2.61738	-2.09439	lidar	0.563733	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064
1477010468279692	11.053	-3.29956	-0.606686	-2.60749	-1.21831	radar	1.8508	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563
1477010468329766	11.1511	-3.11807	-1.44258	-2.37536	0.123847	lidar	2.57904	11.1569	-2.944	11.15	-2.95	0.998526	2.9956
1477010468384690	11.1438	-3.0557	0.108242	-2.11188	1.535	radar	1.58611	11.1386	-2.78926	11.15	-2.8	0	2.73104
1477010468439615	11.1939	-2.83688	-1.46429	-1.45343	3.66454	lidar	3.20353	11.141	-2.65084	11.15	-2.65	0	2.73102
1477010468494625	11.1693	-2.78967	-0.980358	-1.365	3.04135	radar	0.703213	11.1042	-2.54354	11.15	-2.55	0	1.81785
1477010468549635	11.1936	-2.61722	-2.13588	-1.42949	1.85226	lidar	2.03735	11.1497	-2.45904	11.15	-2.45	0	1.81785
1477010468599702	11.2844	-2.48668	-1.67743	-2.03865	-1.04409	radar	1.7779	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465
1477010468649769	11.4413	-2.2136	-3.70515	-2.49814	-2.30753	lidar	2.85773	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465
1477010468704758	11.4141	-2.15938	-1.50927	-2.09434	-0.254135	radar	1.90642	11.3117	-1.92025	11.35	-1.95	0	1.81854
1477010468759748	11.4103	-1.96476	-2.3515	-1.8054	0.879514	lidar	1.16978	11.3504	-1.8663	11.35	-1.85	0	1.81853
1477010468814741	11.4244	-1.82383	-2.66551	-1.7502	0.820745	radar	0.156772	11.4185	-1.70062	11.35	-1.7	0	2.72762
